t,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6
0.747838,-0.000572213,0.143625544,0.115777829,-0.032616159,-0.000953689,-0.000572213,-0.001953602,0.494261294,0.494261294,-0.007326007,-0.021978022,-0.021978022
0.753400,-0.000572213,0.151636530,0.124933242,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.490354090,0.552869353,-0.036630037,-0.007326007,-0.007326007
0.761774,-0.000572213,0.151636530,0.124933242,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.490354090,0.552869353,-0.036630037,-0.007326007,-0.007326007
0.770189,-0.000572213,0.162699321,0.137903410,-0.032616159,-0.000953689,-0.000572213,-0.001953602,0.490354090,0.603663004,-0.021978022,0.007326007,-0.007326007
0.778716,-0.000572213,0.162699321,0.137903410,-0.032616159,-0.000953689,-0.000572213,-0.001953602,0.490354090,0.603663004,-0.021978022,0.007326007,-0.007326007
0.787242,-0.000572213,0.171091783,0.147821775,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.521611722,0.603663004,-0.021978022,-0.007326007,0.007326007
0.792336,-0.000572213,0.171091783,0.147821775,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.521611722,0.603663004,-0.021978022,-0.007326007,0.007326007
0.797380,-0.000572213,0.171091783,0.147821775,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.521611722,0.603663004,-0.021978022,-0.007326007,0.007326007
0.803133,-0.000572213,0.182536049,0.162317845,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.517704518,0.654456654,-0.021978022,-0.007326007,-0.007326007
0.808347,-0.000572213,0.182536049,0.162317845,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.517704518,0.654456654,-0.021978022,-0.007326007,-0.007326007
0.814579,-0.000572213,0.191309987,0.174143587,-0.032997635,-0.000953689,-0.000572213,-0.005860806,0.541147741,0.709157509,-0.007326007,-0.007326007,-0.007326007
0.819848,-0.000572213,0.191309987,0.174143587,-0.032997635,-0.000953689,-0.000572213,-0.005860806,0.541147741,0.709157509,-0.007326007,-0.007326007,-0.007326007
0.824950,-0.000572213,0.191309987,0.174143587,-0.032997635,-0.000953689,-0.000572213,-0.005860806,0.541147741,0.709157509,-0.007326007,-0.007326007,-0.007326007
0.830710,-0.000572213,0.201228351,0.186350805,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.541147741,0.759951160,0.007326007,-0.007326007,-0.007326007
0.835824,-0.000572213,0.201228351,0.186350805,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.541147741,0.759951160,0.007326007,-0.007326007,-0.007326007
0.841055,-0.000572213,0.201228351,0.186350805,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.541147741,0.759951160,0.007326007,-0.007326007,-0.007326007
0.846660,-0.000572213,0.211909667,0.201609827,-0.032997635,-0.000953689,-0.000572213,0.001953602,0.576312576,0.783394383,-0.007326007,-0.007326007,-0.007326007
0.851838,-0.000572213,0.211909667,0.201609827,-0.032997635,-0.000953689,-0.000572213,0.001953602,0.576312576,0.783394383,-0.007326007,-0.007326007,-0.007326007
0.856966,-0.000572213,0.211909667,0.201609827,-0.032997635,-0.000953689,-0.000572213,0.001953602,0.576312576,0.783394383,-0.007326007,-0.007326007,-0.007326007
0.862698,-0.000572213,0.221828031,0.214579995,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.607570208,0.814652015,0.007326007,-0.007326007,0.007326007
0.867767,-0.000572213,0.221828031,0.214579995,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.607570208,0.814652015,0.007326007,-0.007326007,0.007326007
0.872947,-0.000572213,0.221828031,0.214579995,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.607570208,0.814652015,0.007326007,-0.007326007,0.007326007
0.878631,-0.000190738,0.234798199,0.232890822,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.591941392,0.826373626,0.007326007,-0.021978022,-0.007326007
0.883821,-0.000190738,0.234798199,0.232890822,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.591941392,0.826373626,0.007326007,-0.021978022,-0.007326007
0.889128,-0.000190738,0.246623941,0.248912795,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.615384615,0.888888889,0.007326007,-0.007326007,-0.007326007
